sample_id,video_id,frame_idx,label,prediction,confidence,prob_fake
cdfv2_frames__00095_frame0470,frames/00095,470,0,0,0.8792,0.1208
cdfv2_frames__id30_id20_0004_frame0286,frames/id30_id20_0004,286,1,0,0.6709,0.3291
cdfv2_frames__id4_id0_0000_frame0214,frames/id4_id0_0000,214,1,1,0.9347,0.9347
cdfv2_frames__id21_id9_0008_frame0176,frames/id21_id9_0008,176,1,1,0.8927,0.8927
cdfv2_frames__id13_0013_frame0295,frames/id13_0013,295,0,0,0.5635,0.4365
cdfv2_frames__id27_id26_0006_frame0009,frames/id27_id26_0006,9,1,1,0.9706,0.9706
cdfv2_frames__id1_0001_frame0106,frames/id1_0001,106,0,0,0.7613,0.2387
cdfv2_frames__00063_frame0107,frames/00063,107,0,1,0.5397,0.5397
cdfv2_frames__id3_id20_0008_frame0176,frames/id3_id20_0008,176,1,0,0.5013000000000001,0.4987
cdfv2_frames__id9_id2_0008_frame0252,frames/id9_id2_0008,252,1,1,0.9539,0.9539
cdfv2_frames__id35_0003_frame0409,frames/id35_0003,409,0,1,0.6935,0.6935
cdfv2_frames__id33_0005_frame0314,frames/id33_0005,314,0,0,0.8685,0.1315
cdfv2_frames__id39_id44_0008_frame0260,frames/id39_id44_0008,260,1,1,0.9684,0.9684
cdfv2_frames__id23_id2_0007_frame0068,frames/id23_id2_0007,68,1,1,0.6626,0.6626
cdfv2_frames__id6_id1_0005_frame0371,frames/id6_id1_0005,371,1,1,0.9606,0.9606
cdfv2_frames__id26_id2_0005_frame0086,frames/id26_id2_0005,86,1,1,0.9128,0.9128
cdfv2_frames__id2_id0_0002_frame0348,frames/id2_id0_0002,348,1,1,0.957,0.957
cdfv2_frames__id37_id21_0000_frame0000,frames/id37_id21_0000,0,1,1,0.9483,0.9483
cdfv2_frames__id6_id2_0005_frame0071,frames/id6_id2_0005,71,1,1,0.9126,0.9126
cdfv2_frames__id10_id13_0001_frame0073,frames/id10_id13_0001,73,1,1,0.9502,0.9502
cdfv2_frames__id3_0008_frame0014,frames/id3_0008,14,0,0,0.8268,0.1732
cdfv2_frames__id1_id20_0001_frame0087,frames/id1_id20_0001,87,1,1,0.8327,0.8327
cdfv2_frames__00119_frame0027,frames/00119,27,0,0,0.9027000000000001,0.0973
cdfv2_frames__id57_id53_0006_frame0204,frames/id57_id53_0006,204,1,1,0.9478,0.9478
cdfv2_frames__00106_frame0220,frames/00106,220,0,0,0.7197,0.2803
cdfv2_frames__id25_0010_frame0102,frames/id25_0010,102,0,1,0.8759,0.8759
cdfv2_frames__id0_id1_0005_frame0147,frames/id0_id1_0005,147,1,1,0.9315,0.9315
cdfv2_frames__id16_id2_0011_frame0139,frames/id16_id2_0011,139,1,0,0.6501,0.3499
cdfv2_frames__id3_id28_0001_frame0171,frames/id3_id28_0001,171,1,1,0.592,0.592
cdfv2_frames__00272_frame0101,frames/00272,101,0,0,0.6695,0.3305
cdfv2_frames__id28_id35_0008_frame0121,frames/id28_id35_0008,121,1,1,0.9369,0.9369
cdfv2_frames__id58_0002_frame0285,frames/id58_0002,285,0,1,0.742,0.742
cdfv2_frames__id0_id21_0000_frame0271,frames/id0_id21_0000,271,1,1,0.9451,0.9451
cdfv2_frames__id17_id2_0003_frame0174,frames/id17_id2_0003,174,1,1,0.9431,0.9431
cdfv2_frames__id21_id3_0009_frame0102,frames/id21_id3_0009,102,1,1,0.9641,0.9641
cdfv2_frames__00275_frame0223,frames/00275,223,0,0,0.5901000000000001,0.4099
cdfv2_frames__id53_id58_0005_frame0255,frames/id53_id58_0005,255,1,1,0.9417,0.9417
cdfv2_frames__id51_id57_0004_frame0417,frames/id51_id57_0004,417,1,1,0.9402,0.9402
cdfv2_frames__id1_0006_frame0308,frames/id1_0006,308,0,0,0.7633,0.2367
cdfv2_frames__id48_id41_0001_frame0199,frames/id48_id41_0001,199,1,1,0.9411,0.9411
cdfv2_frames__id8_id6_0002_frame0405,frames/id8_id6_0002,405,1,1,0.9735,0.9735
cdfv2_frames__id53_id58_0005_frame0330,frames/id53_id58_0005,330,1,1,0.9685,0.9685
cdfv2_frames__id20_id31_0006_frame0168,frames/id20_id31_0006,168,1,1,0.6363,0.6363
cdfv2_frames__id22_0009_frame0202,frames/id22_0009,202,0,1,0.9707,0.9707
cdfv2_frames__id9_id6_0000_frame0028,frames/id9_id6_0000,28,1,1,0.9674,0.9674
cdfv2_frames__id31_0007_frame0454,frames/id31_0007,454,0,0,0.7564,0.2436
cdfv2_frames__id27_id23_0008_frame0212,frames/id27_id23_0008,212,1,1,0.9592,0.9592
cdfv2_frames__id23_id3_0009_frame0010,frames/id23_id3_0009,10,1,0,0.846,0.154
cdfv2_frames__00259_frame0268,frames/00259,268,0,0,0.6554,0.3446
cdfv2_frames__id10_id12_0001_frame0026,frames/id10_id12_0001,26,1,1,0.9635,0.9635
cdfv2_frames__id11_id7_0008_frame0322,frames/id11_id7_0008,322,1,0,0.5448,0.4552
cdfv2_frames__id34_id33_0005_frame0184,frames/id34_id33_0005,184,1,0,0.9044,0.0956
cdfv2_frames__id58_id57_0008_frame0149,frames/id58_id57_0008,149,1,1,0.5778,0.5778
cdfv2_frames__id49_id52_0005_frame0123,frames/id49_id52_0005,123,1,1,0.8677,0.8677
cdfv2_frames__id11_id7_0008_frame0190,frames/id11_id7_0008,190,1,1,0.8958,0.8958
cdfv2_frames__id3_0001_frame0085,frames/id3_0001,85,0,0,0.7137,0.2863
cdfv2_frames__id17_id21_0000_frame0058,frames/id17_id21_0000,58,1,1,0.9366,0.9366
cdfv2_frames__id16_id2_0006_frame0093,frames/id16_id2_0006,93,1,1,0.9514,0.9514
cdfv2_frames__id1_id0_0007_frame0042,frames/id1_id0_0007,42,1,1,0.959,0.959
cdfv2_frames__id8_0009_frame0145,frames/id8_0009,145,0,0,0.8987,0.1013
cdfv2_frames__00281_frame0088,frames/00281,88,0,0,0.768,0.232
cdfv2_frames__id10_id7_0008_frame0366,frames/id10_id7_0008,366,1,1,0.9671,0.9671
cdfv2_frames__id33_id38_0001_frame0258,frames/id33_id38_0001,258,1,1,0.7927,0.7927
cdfv2_frames__id6_id1_0007_frame0179,frames/id6_id1_0007,179,1,0,0.5506,0.4494
cdfv2_frames__id32_id33_0004_frame0316,frames/id32_id33_0004,316,1,1,0.919,0.919
cdfv2_frames__id37_id34_0008_frame0310,frames/id37_id34_0008,310,1,1,0.8657,0.8657
cdfv2_frames__id16_id3_0009_frame0192,frames/id16_id3_0009,192,1,1,0.9653,0.9653
cdfv2_frames__id34_id33_0005_frame0369,frames/id34_id33_0005,369,1,0,0.8271999999999999,0.1728
cdfv2_frames__id2_0004_frame0177,frames/id2_0004,177,0,0,0.7224999999999999,0.2775
cdfv2_frames__00063_frame0000,frames/00063,0,0,1,0.5102,0.5102
cdfv2_frames__00262_frame0146,frames/00262,146,0,0,0.8956999999999999,0.1043
cdfv2_frames__id1_id3_0006_frame0276,frames/id1_id3_0006,276,1,1,0.9017,0.9017
cdfv2_frames__00047_frame0251,frames/00047,251,0,0,0.8321000000000001,0.1679
cdfv2_frames__id37_id3_0006_frame0014,frames/id37_id3_0006,14,1,1,0.9223,0.9223
cdfv2_frames__00011_frame0075,frames/00011,75,0,1,0.6959,0.6959
cdfv2_frames__id56_0002_frame0174,frames/id56_0002,174,0,0,0.5246,0.4754
cdfv2_frames__id56_id55_0009_frame0114,frames/id56_id55_0009,114,1,1,0.6164,0.6164
cdfv2_frames__00168_frame0245,frames/00168,245,0,1,0.6909,0.6909
cdfv2_frames__id30_id28_0006_frame0000,frames/id30_id28_0006,0,1,0,0.8785000000000001,0.1215
cdfv2_frames__id53_0000_frame0076,frames/id53_0000,76,0,0,0.8471,0.1529
cdfv2_frames__id16_id6_0001_frame0101,frames/id16_id6_0001,101,1,0,0.8603000000000001,0.1397
cdfv2_frames__00287_frame0241,frames/00287,241,0,0,0.8364,0.1636
cdfv2_frames__id24_id26_0009_frame0159,frames/id24_id26_0009,159,1,1,0.9381,0.9381
cdfv2_frames__id54_id56_0000_frame0310,frames/id54_id56_0000,310,1,1,0.9531,0.9531
cdfv2_frames__id27_id23_0008_frame0053,frames/id27_id23_0008,53,1,1,0.9661,0.9661
cdfv2_frames__id1_id3_0006_frame0065,frames/id1_id3_0006,65,1,1,0.8245,0.8245
cdfv2_frames__id17_0000_frame0205,frames/id17_0000,205,0,0,0.681,0.319
cdfv2_frames__id27_id19_0001_frame0083,frames/id27_id19_0001,83,1,1,0.8543,0.8543
cdfv2_frames__00264_frame0020,frames/00264,20,0,0,0.8804,0.1196
cdfv2_frames__id1_id3_0009_frame0238,frames/id1_id3_0009,238,1,1,0.9653,0.9653
cdfv2_frames__id27_id22_0007_frame0063,frames/id27_id22_0007,63,1,1,0.7708,0.7708
cdfv2_frames__id34_id29_0008_frame0465,frames/id34_id29_0008,465,1,1,0.775,0.775
cdfv2_frames__id2_id16_0004_frame0054,frames/id2_id16_0004,54,1,1,0.5387,0.5387
cdfv2_frames__id29_id30_0000_frame0193,frames/id29_id30_0000,193,1,1,0.8269,0.8269
cdfv2_frames__id19_id23_0001_frame0323,frames/id19_id23_0001,323,1,1,0.6107,0.6107
cdfv2_frames__id1_id3_0009_frame0159,frames/id1_id3_0009,159,1,1,0.9676,0.9676
cdfv2_frames__id35_id23_0007_frame0346,frames/id35_id23_0007,346,1,1,0.9537,0.9537
cdfv2_frames__id17_id16_0000_frame0078,frames/id17_id16_0000,78,1,1,0.6953,0.6953
cdfv2_frames__id9_id2_0006_frame0000,frames/id9_id2_0006,0,1,1,0.815,0.815
cdfv2_frames__00279_frame0145,frames/00279,145,0,0,0.86,0.14
cdfv2_frames__id4_id1_0002_frame0300,frames/id4_id1_0002,300,1,1,0.854,0.854
cdfv2_frames__id11_0008_frame0358,frames/id11_0008,358,0,0,0.671,0.329
cdfv2_frames__id37_id35_0005_frame0309,frames/id37_id35_0005,309,1,1,0.9716,0.9716
cdfv2_frames__id25_id24_0003_frame0176,frames/id25_id24_0003,176,1,0,0.5706,0.4294
cdfv2_frames__id31_id33_0009_frame0397,frames/id31_id33_0009,397,1,1,0.8082,0.8082
cdfv2_frames__id48_id41_0001_frame0279,frames/id48_id41_0001,279,1,1,0.9223,0.9223
cdfv2_frames__id19_0007_frame0210,frames/id19_0007,210,0,1,0.5052,0.5052
cdfv2_frames__id1_id2_0007_frame0200,frames/id1_id2_0007,200,1,1,0.9662,0.9662
cdfv2_frames__id10_0007_frame0290,frames/id10_0007,290,0,1,0.6818,0.6818
cdfv2_frames__id25_id19_0002_frame0010,frames/id25_id19_0002,10,1,1,0.7045,0.7045
cdfv2_frames__id54_id56_0006_frame0170,frames/id54_id56_0006,170,1,1,0.9491,0.9491
cdfv2_frames__id1_id23_0006_frame0113,frames/id1_id23_0006,113,1,1,0.9168,0.9168
cdfv2_frames__id24_id26_0009_frame0119,frames/id24_id26_0009,119,1,1,0.9683,0.9683
cdfv2_frames__id1_0007_frame0063,frames/id1_0007,63,0,0,0.5542,0.4458
cdfv2_frames__id21_id28_0009_frame0020,frames/id21_id28_0009,20,1,1,0.9589,0.9589
cdfv2_frames__id37_0009_frame0106,frames/id37_0009,106,0,0,0.7725,0.2275
cdfv2_frames__id6_id9_0006_frame0217,frames/id6_id9_0006,217,1,1,0.6049,0.6049
cdfv2_frames__id56_0002_frame0267,frames/id56_0002,267,0,1,0.5986,0.5986
cdfv2_frames__id8_id0_0002_frame0185,frames/id8_id0_0002,185,1,1,0.9712,0.9712
cdfv2_frames__id2_id0_0008_frame0232,frames/id2_id0_0008,232,1,1,0.9694,0.9694
cdfv2_frames__id51_id57_0004_frame0345,frames/id51_id57_0004,345,1,1,0.9447,0.9447
cdfv2_frames__id52_0001_frame0120,frames/id52_0001,120,0,0,0.5468,0.4532
cdfv2_frames__id28_id3_0001_frame0289,frames/id28_id3_0001,289,1,1,0.8993,0.8993
cdfv2_frames__id44_0001_frame0090,frames/id44_0001,90,0,0,0.6393,0.3607
cdfv2_frames__00264_frame0050,frames/00264,50,0,0,0.5702,0.4298
cdfv2_frames__id3_id2_0001_frame0330,frames/id3_id2_0001,330,1,1,0.9337,0.9337
cdfv2_frames__id21_id3_0009_frame0194,frames/id21_id3_0009,194,1,1,0.958,0.958
cdfv2_frames__id21_id4_0002_frame0193,frames/id21_id4_0002,193,1,1,0.6249,0.6249
cdfv2_frames__id53_0000_frame0243,frames/id53_0000,243,0,0,0.8682,0.1318
cdfv2_frames__id6_id23_0006_frame0236,frames/id6_id23_0006,236,1,1,0.7866,0.7866
cdfv2_frames__id16_0011_frame0113,frames/id16_0011,113,0,0,0.6495,0.3505
cdfv2_frames__id33_id29_0004_frame0000,frames/id33_id29_0004,0,1,1,0.894,0.894
cdfv2_frames__00188_frame0091,frames/00188,91,0,0,0.7375,0.2625
cdfv2_frames__00267_frame0105,frames/00267,105,0,1,0.7095,0.7095
cdfv2_frames__id2_0008_frame0481,frames/id2_0008,481,0,0,0.8289,0.1711
cdfv2_frames__id35_id32_0007_frame0282,frames/id35_id32_0007,282,1,0,0.5656,0.4344
cdfv2_frames__id2_id1_0004_frame0041,frames/id2_id1_0004,41,1,0,0.5361,0.4639
cdfv2_frames__id3_id6_0001_frame0158,frames/id3_id6_0001,158,1,1,0.9481,0.9481
cdfv2_frames__id21_id2_0002_frame0096,frames/id21_id2_0002,96,1,1,0.5882,0.5882
cdfv2_frames__id0_id6_0007_frame0478,frames/id0_id6_0007,478,1,1,0.9739,0.9739
cdfv2_frames__id0_id21_0000_frame0211,frames/id0_id21_0000,211,1,1,0.9502,0.9502
cdfv2_frames__id29_id37_0009_frame0198,frames/id29_id37_0009,198,1,1,0.9529,0.9529
cdfv2_frames__00259_frame0206,frames/00259,206,0,0,0.7198,0.2802
cdfv2_frames__id7_id13_0009_frame0280,frames/id7_id13_0009,280,1,1,0.895,0.895
cdfv2_frames__id31_id30_0009_frame0443,frames/id31_id30_0009,443,1,1,0.8786,0.8786
cdfv2_frames__id16_id3_0010_frame0177,frames/id16_id3_0010,177,1,0,0.6584,0.3416
cdfv2_frames__id30_id28_0006_frame0117,frames/id30_id28_0006,117,1,1,0.8775,0.8775
cdfv2_frames__id26_0008_frame0030,frames/id26_0008,30,0,1,0.8003,0.8003
cdfv2_frames__id37_id1_0002_frame0412,frames/id37_id1_0002,412,1,1,0.8491,0.8491
cdfv2_frames__id38_id34_0003_frame0474,frames/id38_id34_0003,474,1,1,0.8057,0.8057
cdfv2_frames__id49_id52_0007_frame0369,frames/id49_id52_0007,369,1,0,0.5895,0.4105
cdfv2_frames__id45_id47_0002_frame0211,frames/id45_id47_0002,211,1,1,0.6285,0.6285
cdfv2_frames__id53_id57_0005_frame0135,frames/id53_id57_0005,135,1,1,0.9575,0.9575
cdfv2_frames__00263_frame0293,frames/00263,293,0,0,0.5792999999999999,0.4207
cdfv2_frames__id31_id16_0002_frame0171,frames/id31_id16_0002,171,1,0,0.6584,0.3416
cdfv2_frames__id16_id6_0001_frame0060,frames/id16_id6_0001,60,1,0,0.8249,0.1751
cdfv2_frames__id22_id25_0001_frame0299,frames/id22_id25_0001,299,1,1,0.951,0.951
cdfv2_frames__id27_0008_frame0117,frames/id27_0008,117,0,1,0.7191,0.7191
cdfv2_frames__00011_frame0000,frames/00011,0,0,0,0.7055,0.2945
cdfv2_frames__id12_0000_frame0036,frames/id12_0000,36,0,1,0.9624,0.9624
cdfv2_frames__id23_id26_0003_frame0143,frames/id23_id26_0003,143,1,1,0.9739,0.9739
cdfv2_frames__id25_id21_0005_frame0109,frames/id25_id21_0005,109,1,1,0.9415,0.9415
cdfv2_frames__id26_id2_0005_frame0270,frames/id26_id2_0005,270,1,1,0.9732,0.9732
cdfv2_frames__00269_frame0316,frames/00269,316,0,0,0.8126,0.1874
cdfv2_frames__id38_id34_0004_frame0058,frames/id38_id34_0004,58,1,1,0.9584,0.9584
cdfv2_frames__id26_id16_0001_frame0000,frames/id26_id16_0001,0,1,0,0.6667000000000001,0.3333
cdfv2_frames__00269_frame0234,frames/00269,234,0,1,0.8019,0.8019
cdfv2_frames__id21_id2_0000_frame0052,frames/id21_id2_0000,52,1,1,0.8826,0.8826
cdfv2_frames__id32_0008_frame0167,frames/id32_0008,167,0,0,0.8101,0.1899
cdfv2_frames__id19_id20_0000_frame0273,frames/id19_id20_0000,273,1,1,0.8771,0.8771
cdfv2_frames__id31_0004_frame0209,frames/id31_0004,209,0,1,0.6476,0.6476
cdfv2_frames__id22_0000_frame0134,frames/id22_0000,134,0,0,0.6115999999999999,0.3884
cdfv2_frames__id16_id3_0009_frame0222,frames/id16_id3_0009,222,1,1,0.9553,0.9553
cdfv2_frames__id7_id11_0009_frame0058,frames/id7_id11_0009,58,1,1,0.8815,0.8815
cdfv2_frames__id16_id2_0011_frame0148,frames/id16_id2_0011,148,1,0,0.7865,0.2135
cdfv2_frames__id51_id50_0008_frame0306,frames/id51_id50_0008,306,1,1,0.949,0.949
cdfv2_frames__id40_0003_frame0041,frames/id40_0003,41,0,0,0.7927,0.2073
cdfv2_frames__id58_id57_0008_frame0224,frames/id58_id57_0008,224,1,1,0.9119,0.9119
cdfv2_frames__id26_id3_0002_frame0134,frames/id26_id3_0002,134,1,1,0.8577,0.8577
cdfv2_frames__00076_frame0462,frames/00076,462,0,0,0.7988999999999999,0.2011
cdfv2_frames__id47_id43_0007_frame0297,frames/id47_id43_0007,297,1,1,0.9236,0.9236
cdfv2_frames__id4_id1_0002_frame0237,frames/id4_id1_0002,237,1,1,0.9556,0.9556
cdfv2_frames__id52_0002_frame0313,frames/id52_0002,313,0,1,0.6572,0.6572
cdfv2_frames__id35_id16_0004_frame0172,frames/id35_id16_0004,172,1,0,0.6067,0.3933
cdfv2_frames__id46_id41_0000_frame0010,frames/id46_id41_0000,10,1,1,0.9659,0.9659
cdfv2_frames__id37_id34_0008_frame0139,frames/id37_id34_0008,139,1,1,0.8516,0.8516
cdfv2_frames__00207_frame0024,frames/00207,24,0,0,0.7727999999999999,0.2272
cdfv2_frames__id37_id3_0006_frame0073,frames/id37_id3_0006,73,1,1,0.9551,0.9551
cdfv2_frames__id37_id1_0002_frame0029,frames/id37_id1_0002,29,1,1,0.9292,0.9292
cdfv2_frames__id52_id50_0007_frame0445,frames/id52_id50_0007,445,1,0,0.5929,0.4071
cdfv2_frames__id6_id16_0005_frame0047,frames/id6_id16_0005,47,1,1,0.9523,0.9523
cdfv2_frames__id3_id20_0008_frame0250,frames/id3_id20_0008,250,1,1,0.6062,0.6062
cdfv2_frames__id11_0008_frame0226,frames/id11_0008,226,0,0,0.5674,0.4326
cdfv2_frames__id39_0004_frame0234,frames/id39_0004,234,0,1,0.5812,0.5812
cdfv2_frames__id2_0001_frame0145,frames/id2_0001,145,0,1,0.6963,0.6963
cdfv2_frames__id42_0002_frame0112,frames/id42_0002,112,0,1,0.6509,0.6509
cdfv2_frames__id19_id20_0004_frame0155,frames/id19_id20_0004,155,1,1,0.9648,0.9648
cdfv2_frames__00255_frame0020,frames/00255,20,0,0,0.6955,0.3045
cdfv2_frames__id46_id39_0000_frame0096,frames/id46_id39_0000,96,1,1,0.6568,0.6568
cdfv2_frames__id22_0000_frame0063,frames/id22_0000,63,0,0,0.5958,0.4042
cdfv2_frames__00268_frame0060,frames/00268,60,0,1,0.7219,0.7219
cdfv2_frames__id31_id2_0004_frame0359,frames/id31_id2_0004,359,1,1,0.8821,0.8821
cdfv2_frames__id13_0004_frame0056,frames/id13_0004,56,0,1,0.7164,0.7164
cdfv2_frames__id50_id56_0005_frame0141,frames/id50_id56_0005,141,1,1,0.5365,0.5365
cdfv2_frames__id36_0002_frame0396,frames/id36_0002,396,0,0,0.8904,0.1096
cdfv2_frames__id38_id33_0005_frame0118,frames/id38_id33_0005,118,1,1,0.8453,0.8453
cdfv2_frames__id19_id20_0004_frame0166,frames/id19_id20_0004,166,1,1,0.9644,0.9644
cdfv2_frames__id9_id6_0005_frame0337,frames/id9_id6_0005,337,1,1,0.9726,0.9726
cdfv2_frames__id27_id22_0007_frame0298,frames/id27_id22_0007,298,1,1,0.667,0.667
cdfv2_frames__id9_id6_0000_frame0273,frames/id9_id6_0000,273,1,1,0.8628,0.8628
cdfv2_frames__id38_id30_0006_frame0330,frames/id38_id30_0006,330,1,1,0.9665,0.9665
cdfv2_frames__id56_0000_frame0241,frames/id56_0000,241,0,1,0.6546,0.6546
cdfv2_frames__id16_id3_0009_frame0253,frames/id16_id3_0009,253,1,1,0.7215,0.7215
cdfv2_frames__id17_id23_0009_frame0019,frames/id17_id23_0009,19,1,1,0.6293,0.6293
cdfv2_frames__id21_id6_0005_frame0074,frames/id21_id6_0005,74,1,1,0.9576,0.9576
cdfv2_frames__00272_frame0091,frames/00272,91,0,0,0.7838,0.2162
cdfv2_frames__00259_frame0175,frames/00259,175,0,0,0.6044,0.3956
cdfv2_frames__id39_id44_0008_frame0040,frames/id39_id44_0008,40,1,1,0.9538,0.9538
cdfv2_frames__id24_id21_0006_frame0130,frames/id24_id21_0006,130,1,1,0.6806,0.6806
cdfv2_frames__id22_0009_frame0256,frames/id22_0009,256,0,1,0.9591,0.9591
cdfv2_frames__id17_id2_0000_frame0196,frames/id17_id2_0000,196,1,1,0.8571,0.8571
cdfv2_frames__id21_0009_frame0133,frames/id21_0009,133,0,1,0.7878,0.7878
cdfv2_frames__00197_frame0180,frames/00197,180,0,1,0.5717,0.5717
cdfv2_frames__00266_frame0264,frames/00266,264,0,0,0.9107,0.0893
cdfv2_frames__id16_id20_0000_frame0132,frames/id16_id20_0000,132,1,1,0.8851,0.8851
cdfv2_frames__id28_id26_0000_frame0180,frames/id28_id26_0000,180,1,0,0.569,0.431
cdfv2_frames__id4_id37_0006_frame0067,frames/id4_id37_0006,67,1,1,0.9613,0.9613
cdfv2_frames__id22_id28_0006_frame0182,frames/id22_id28_0006,182,1,1,0.971,0.971
cdfv2_frames__id37_id28_0007_frame0197,frames/id37_id28_0007,197,1,1,0.9373,0.9373
cdfv2_frames__id17_id6_0000_frame0039,frames/id17_id6_0000,39,1,1,0.8496,0.8496
cdfv2_frames__id30_id21_0005_frame0173,frames/id30_id21_0005,173,1,1,0.9728,0.9728
cdfv2_frames__id58_0002_frame0375,frames/id58_0002,375,0,0,0.7743,0.2257
cdfv2_frames__id27_id21_0002_frame0229,frames/id27_id21_0002,229,1,1,0.7644,0.7644
cdfv2_frames__id12_id10_0002_frame0140,frames/id12_id10_0002,140,1,1,0.9318,0.9318
cdfv2_frames__00106_frame0315,frames/00106,315,0,0,0.7399,0.2601
cdfv2_frames__id32_id33_0002_frame0222,frames/id32_id33_0002,222,1,1,0.9228,0.9228
cdfv2_frames__id33_0002_frame0305,frames/id33_0002,305,0,0,0.8613999999999999,0.1386
cdfv2_frames__id9_id6_0000_frame0043,frames/id9_id6_0000,43,1,1,0.971,0.971
cdfv2_frames__id55_id57_0002_frame0376,frames/id55_id57_0002,376,1,1,0.5331,0.5331
cdfv2_frames__id56_0000_frame0030,frames/id56_0000,30,0,1,0.9553,0.9553
cdfv2_frames__00063_frame0261,frames/00063,261,0,0,0.8298,0.1702
cdfv2_frames__id10_id12_0004_frame0066,frames/id10_id12_0004,66,1,1,0.969,0.969
cdfv2_frames__id10_id12_0001_frame0073,frames/id10_id12_0001,73,1,1,0.9709,0.9709
cdfv2_frames__id52_id50_0007_frame0302,frames/id52_id50_0007,302,1,1,0.697,0.697
cdfv2_frames__id36_0008_frame0342,frames/id36_0008,342,0,0,0.6901999999999999,0.3098
cdfv2_frames__00288_frame0226,frames/00288,226,0,0,0.8906000000000001,0.1094
cdfv2_frames__00063_frame0368,frames/00063,368,0,0,0.8273,0.1727
cdfv2_frames__id35_0003_frame0102,frames/id35_0003,102,0,0,0.6077,0.3923
cdfv2_frames__id3_id6_0001_frame0317,frames/id3_id6_0001,317,1,1,0.9531,0.9531
cdfv2_frames__id44_0001_frame0000,frames/id44_0001,0,0,0,0.865,0.135
cdfv2_frames__id4_id20_0000_frame0399,frames/id4_id20_0000,399,1,1,0.8693,0.8693
cdfv2_frames__id1_id20_0002_frame0205,frames/id1_id20_0002,205,1,1,0.5768,0.5768
cdfv2_frames__id29_id37_0009_frame0274,frames/id29_id37_0009,274,1,1,0.5411,0.5411
cdfv2_frames__id37_0009_frame0167,frames/id37_0009,167,0,1,0.5834,0.5834
cdfv2_frames__00095_frame0094,frames/00095,94,0,0,0.9057999999999999,0.0942
cdfv2_frames__id19_id23_0001_frame0075,frames/id19_id23_0001,75,1,1,0.6941,0.6941
cdfv2_frames__id1_id16_0004_frame0052,frames/id1_id16_0004,52,1,1,0.8946,0.8946
cdfv2_frames__id17_id16_0007_frame0052,frames/id17_id16_0007,52,1,1,0.9103,0.9103
cdfv2_frames__id38_id34_0003_frame0366,frames/id38_id34_0003,366,1,1,0.6131,0.6131
cdfv2_frames__id1_id3_0009_frame0318,frames/id1_id3_0009,318,1,1,0.9651,0.9651
cdfv2_frames__id1_id16_0004_frame0302,frames/id1_id16_0004,302,1,1,0.8177,0.8177
cdfv2_frames__00250_frame0278,frames/00250,278,0,0,0.7881,0.2119
cdfv2_frames__id2_id28_0003_frame0221,frames/id2_id28_0003,221,1,1,0.9359,0.9359
cdfv2_frames__id22_id21_0005_frame0187,frames/id22_id21_0005,187,1,1,0.9661,0.9661
cdfv2_frames__id26_id16_0001_frame0246,frames/id26_id16_0001,246,1,1,0.8841,0.8841
cdfv2_frames__00271_frame0131,frames/00271,131,0,0,0.5426,0.4574
cdfv2_frames__id0_id3_0007_frame0154,frames/id0_id3_0007,154,1,1,0.8733,0.8733
cdfv2_frames__id11_0006_frame0274,frames/id11_0006,274,0,1,0.7544,0.7544
cdfv2_frames__00278_frame0212,frames/00278,212,0,1,0.54,0.54
cdfv2_frames__id13_id10_0008_frame0118,frames/id13_id10_0008,118,1,0,0.595,0.405
cdfv2_frames__id48_id41_0001_frame0299,frames/id48_id41_0001,299,1,1,0.9463,0.9463
cdfv2_frames__id30_id3_0002_frame0329,frames/id30_id3_0002,329,1,0,0.5266,0.4734
cdfv2_frames__id45_0003_frame0312,frames/id45_0003,312,0,0,0.6534,0.3466
cdfv2_frames__id22_0000_frame0191,frames/id22_0000,191,0,0,0.5076,0.4924
cdfv2_frames__id9_id2_0008_frame0400,frames/id9_id2_0008,400,1,1,0.9643,0.9643
cdfv2_frames__id23_id3_0009_frame0294,frames/id23_id3_0009,294,1,0,0.5982000000000001,0.4018
cdfv2_frames__00138_frame0216,frames/00138,216,0,0,0.889,0.111
cdfv2_frames__id30_id3_0006_frame0200,frames/id30_id3_0006,200,1,1,0.8301,0.8301
cdfv2_frames__id24_id20_0009_frame0299,frames/id24_id20_0009,299,1,1,0.9168,0.9168
cdfv2_frames__00253_frame0092,frames/00253,92,0,0,0.9017,0.0983
cdfv2_frames__id31_id30_0009_frame0428,frames/id31_id30_0009,428,1,1,0.9461,0.9461
cdfv2_frames__id27_0009_frame0280,frames/id27_0009,280,0,0,0.532,0.468
cdfv2_frames__00194_frame0282,frames/00194,282,0,0,0.8561,0.1439
cdfv2_frames__id1_id3_0007_frame0084,frames/id1_id3_0007,84,1,1,0.9504,0.9504
cdfv2_frames__id17_id2_0007_frame0044,frames/id17_id2_0007,44,1,1,0.9467,0.9467
cdfv2_frames__id6_id23_0001_frame0176,frames/id6_id23_0001,176,1,1,0.5207,0.5207
cdfv2_frames__id3_id4_0001_frame0354,frames/id3_id4_0001,354,1,1,0.9728,0.9728
cdfv2_frames__id4_id1_0003_frame0170,frames/id4_id1_0003,170,1,1,0.9679,0.9679
cdfv2_frames__id45_0003_frame0080,frames/id45_0003,80,0,0,0.6224000000000001,0.3776
cdfv2_frames__id37_id34_0008_frame0373,frames/id37_id34_0008,373,1,1,0.6961,0.6961
